,question,solution,answer,topic,question_number
342,The T-Rex was the largest dinosaur. It was 20 feet long and 15 feet tall. The Velociraptor was the smallest dinosaur. It was 5 feet long and 2 feet tall. How many times taller was the T-Rex than the Velociraptor?,"def solution():
    #The T-Rex was the largest dinosaur. It was 20 feet long and 15 feet tall
    t_rex_length = 20
    t_rex_height = 15
    #The Velociraptor was the smallest dinosaur. It was 5 feet long and 2 feet tall
    velociraptor_length = 5
    velociraptor_height = 2
    #The answer is
    result = t_rex_height / velociraptor_height
    return result",7.5,dinosaurs,llama_q342
126,"Iron Man has 5000 dollars. He spends 1000 dollars on a new outfit, 2000 dollars on a new apartment, and 3000 dollars on a new set of swords. How many dollars does he have left?","def solution():
    #Iron Man started with 5000 dollars
    dollars_initial = 5000
    #He spent 1000 dollars on a new outfit
    dollars_spent_outfit = 1000
    #He spent 2000 dollars on a new apartment
    dollars_spent_apartment = 2000
    #He spent 3000 dollars on a new set of swords
    dollars_spent_swords = 3000
    #The answer is
    result = dollars_initial - dollars_spent_outfit - dollars_spent_apartment - dollars_spent_swords
    return result",-1000,Iron Man,mammoth_q126
122,Barbie has 100 dollars. She spent 40 dollars on a dress and 30 dollars on shoes. How much money does she have left?,"def solution():
    #Barbie has 100 dollars
    total_money = 100
    #She spent 40 dollars on a dress
    spent_on_dress = 40
    #She spent 30 dollars on shoes
    spent_on_shoes = 30
    #Calculate the remaining money
    remaining_money = total_money - spent_on_dress - spent_on_shoes
    return remaining_money
print(solution())",30,Barbie,mammoth_q122
786,"Wonder Woman is fighting the bad guys. She has 100 arrows, 100 swords, and 100 shields. How many arrows does she have?","def solution():
    #Wonder Woman has 100 arrows
    arrows = 100
    #100 swords
    swords = 100
    #and 100 shields
    shields = 100
    #The answer is
    result = arrows
    return result",100,Wonder Woman,llama_q782
836,Iron Man has 12000 repulsor blasts. He uses 1000 repulsor blasts in a battle. He then recharges and has 2000 more repulsor blasts. How many repulsor blasts does he have now?,"def solution():
    #Iron Man started with 12000 repulsor blasts
    repulsor_blasts_initial = 12000
    #He used 1000 repulsor blasts in a battle
    repulsor_blasts_used = 1000
    #He recharged and has 2000 more repulsor blasts
    repulsor_blasts_recharged = 2000
    #The answer is
    result = repulsor_blasts_initial - repulsor_blasts_used + repulsor_blasts_recharged
    return result",13000,Iron Man,mathwell_q810
1338,"There are 1000 dogs at a dog show. 300 of them are Poodles, 200 of them are Corgis, and the rest are Labradors. How many Labradors are there?","def solution():
    #Total number of dogs
    total_dogs = 1000
    #Number of Poodles
    poodles = 300
    #Number of Corgis
    corgis = 200
    #The rest are Labradors
    labradors = total_dogs - poodles - corgis
    #The answer is
    result = labradors
    return result",500,dogs,llama_q1323
983,"The lacrosse team has 120 shin guards. 30 of them are in the locker room, 20 of them are in the gym, and the rest are in the equipment room. How many shin guards are in the equipment room?","def solution():
    #The lacrosse team has 120 shin guards
    shin_guards_total = 120
    #30 of them are in the locker room
    shin_guards_locker = 30
    #20 of them are in the gym
    shin_guards_gym = 20
    #The answer is
    shin_guards_equipment = shin_guards_total - shin_guards_locker - shin_guards_gym
    return shin_guards_equipment",70,lacrosse,mathwell_q950
205,"There are 3 flavors of ice cream. Vanilla, chocolate, and strawberry. If you have $5, how many cups of ice cream can you buy?","def solution():
    # price of one cup of ice cream
    price_per_cup = 5 / 3
    # number of cups of ice cream you can buy
    num_cups = 5 / price_per_cup
    return num_cups
print(solution())",3.0,ice cream,mammoth_q205
303,There are 100 Ninja Turtles. 1/3 of the Ninja Turtles are in the sewers. 1/4 of the Ninja Turtles in the sewers are in the Technodrome. How many Ninja Turtles are in the Technodrome?,"def solution():
    #Total number of Ninja Turtles
    total_turtles = 100
    #1/3 of the Ninja Turtles are in the sewers
    sewer_turtles = total_turtles / 3
    #1/4 of the Ninja Turtles in the sewers are in the Technodrome
    technodrome_turtles = sewer_turtles / 4
    #The answer is
    result = technodrome_turtles
    return result",8.333333333333334,Ninja Turtles,llama_q303
495,"Taylor Swift sold 240,000 copies of Lover at a price of $13.99. That means she earned$3,455,200. She also got 20,000 copies of Lover for free. How much money did Taylor Swift make with Lover?","def solution():
    #Taylor Swift sold 240,000 copies of Lover at a price of $13.99. #240,000 *$13.99
    money_made_by_lover = 240000 * 13.99
    result = 3455200 - money_made_by_lover
    return result",97600.0,Taylor Swift,llema_q495
1141,"The Fortnite Battle Bus has 1200 passengers. 
2/3 of the passengers are male. 
1/3 of the male passengers are wearing headphones. 
1/4 of the female passengers are wearing headphones. 
How many passengers are wearing headphones?","def solution():
    #The Fortnite Battle Bus has 1200 passengers
    passengers = 1200
    #2/3 of the passengers are male
    male_passengers = passengers * 2/3
    #1/3 of the male passengers are wearing headphones
    male_headphones = male_passengers / 3
    #1/4 of the female passengers are wearing headphones
    female_headphones = (passengers - male_passengers) / 4
    #The answer is
    result = male_headphones + female_headphones
    return result",366.6666666666667,Fortnite,mathwell_q1099
667,"Serena Williams won 23 grand slam singles titles. 

She won 7 Australian Opens, 3 French Opens, 7 Wimbledons, and 6 US Opens. 

How many grand slam singles titles did she win in the US Open?","def solution():
    #Serena Williams won 23 grand slam singles titles
    total_titles = 23
    #She won 7 Australian Opens
    australian_open_titles = 7
    #She won 3 French Opens
    french_open_titles = 3
    #She won 7 Wimbledons
    wimbledon_titles = 7
    #She won 6 US Opens
    us_open_titles = 6
    #The answer is
    result = us_open_titles
    return result",6,Serena Williams,llama_q664
1190,Spiderman has 200 web shooters. He uses 100 in the first half of the year and 50 more in the second half of the year. How many web shooters does he have left?,"def solution():
    #Spiderman started with 200 web shooters
    web_shooters_initial = 200
    #He used 100 in the first half of the year
    web_shooters_used_first_half = 100
    #He used 50 more in the second half of the year
    web_shooters_used_second_half = 50
    #The answer is
    result = web_shooters_initial - web_shooters_used_first_half - web_shooters_used_second_half
    return result",50,Spiderman,llama_q1177
1259,Barbie has 200 Barbies. 100 of them are blonde. 50 of them are brunette. 25 of them are redheads. 25 of them are black. How many Barbies does Barbie have that are not one of these?,"def solution():
    #Barbie has 200 Barbies
    total_barbies = 200
    #100 of them are blonde
    blonde_barbies = 100
    #50 of them are brunette
    brunette_barbies = 50
    #25 of them are redheads
    redhead_barbies = 25
    #25 of them are black
    black_barbies = 25
    #The answer is
    result = total_barbies - blonde_barbies - brunette_barbies - redhead_barbies - black_barbies
    return result",0,Barbie,llama_q1244
1324,Thor can hurl his hammer 1000 feet.  He hurls it 10 times.  How far has his hammer traveled?,"def solution():
    #Thor can hurl his hammer 1000 feet
    hammer_hurl_distance = 1000
    #He hurls it 10 times
    hurls = 10
    #The answer is
    result = hammer_hurl_distance * hurls
    return result",10000,"Thor, the God of Thunder",mathwell_q1271
976,"Spiderman has 100 spider webs. 20 of them are in the city, 30 of them are in the forest, and the rest are in the suburbs. How many spider webs does Spiderman have in the suburbs?","def solution():
    #Spiderman has 100 spider webs
    spider_webs = 100
    #20 of them are in the city
    spider_webs_city = 20
    #30 of them are in the forest
    spider_webs_forest = 30
    #The rest are in the suburbs
    spider_webs_suburbs = spider_webs - spider_webs_city - spider_webs_forest
    #The answer is
    result = spider_webs_suburbs
    return result",50,Spiderman,mathwell_q944
245,"18,734 viewers saw LeBron James play basketball in his Miami Heat prime. Among these viewers, 1600 were wearing blue jerseys and 600 were wearing black jerseys. How many viewers were in the arena not wearing a Miami Heat jersey?","def solution():
    #18734 viewers saw LeBron James play basketball in his Miami Heat prime
    total_viewers = 18734
    #Among these viewers, 1600 were wearing blue jerseys and 600 were wearing black jerseys
    viewers_blue_jerseys = 1600
    viewers_black_jerseys = 600
    #Total
    total_viewers_jerseys = viewers_blue_jerseys + viewers_black_jerseys
    #The answer is
    result = total_viewers - total_viewers_jerseys
    return result",16534,LeBron James,llema_q245
818,"Katie likes to eat ice cream every day. She eats vanilla ice cream 30 days out of every year. If she eats vanilla ice cream in the first week, what is the probability that she'll eat vanilla ice cream the next week?","def solution():
    #There are 52 weeks in a year
    weeks_in_year = 52
    #Vanilla Ice Cream is 30 days out of a year
    vanilla_ice_cream_days = 30
    #So it is eaten every other week
    weeks_with_vanilla= weeks_in_year / 2
    #She was eating vanilla ice cream last week
    probability_last_week_vanilla = 1
    #The probability next week can be found by simply
    probability_next_week_vanilla = 1 - probability_last_week_vanilla
    return probability_next_week_vanilla",0,ice cream,llema_q815
1283,A candy dish has 120 sour gummies. 30 sour gummies are eaten in the morning and 20 sour gummies are eaten in the afternoon. 20 sour gummies are left. How many sour gummies were eaten in the evening?,"def solution():
    #120 sour gummies were in the dish
    sour_gummies_total = 120
    #30 sour gummies were eaten in the morning
    sour_gummies_morning = 30
    #20 sour gummies were eaten in the afternoon
    sour_gummies_afternoon = 20
    #20 sour gummies were left
    sour_gummies_left = 20
    #The answer is
    result = sour_gummies_total - sour_gummies_morning - sour_gummies_afternoon - sour_gummies_left
    return result",50,candy,mathwell_q1233
1120,"Naruto has 1000 ryo. He spends 200 ryo on a new outfit, 300 ryo on a new weapon, and 100 ryo on a new headband. How many ryo does he have left?","def solution():
    #Naruto started with 1000 ryo
    ryo_initial = 1000
    #He spent 200 ryo on a new outfit
    ryo_spent_outfit = 200
    #He spent 300 ryo on a new weapon
    ryo_spent_weapon = 300
    #He spent 100 ryo on a new headband
    ryo_spent_headband = 100
    #The answer is
    result = ryo_initial - ryo_spent_outfit - ryo_spent_weapon - ryo_spent_headband
    return result",400,Naruto,mathwell_q1080
