,0
698,"
{
  ""question"": ""A dog barks 10 times per minute. \n\nIf 500 dogs bark for 10 minutes, how many barks are there in total?"",
  ""solution"": ""def solution():\n    #A dog barks 10 times per minute\n    barks_per_minute = 10\n    #500 dogs bark for 10 minutes\n    dogs = 500\n    minutes = 10\n    #The answer is\n    result = barks_per_minute * dogs * minutes\n    return result"",
  ""answer"": ""50000"",
  ""accuracy"": 1.0,
  ""explanation"": ""The solution correctly calculates the total number of barks by multiplying the number of barks per minute by the number of dogs and the number of minutes they bark. The mathematical operation is (10 barks/minute) * 500 dogs * 10 minutes, which does indeed equal 50,000 barks in total. The answer provided is accurate, although it includes an unnecessary decimal point.""
}
"
699,"
{
    'question': '100 unicorns were at a unicorn convention. 20 of the unicorns were pink, 30 were purple, and 10 were both pink and purple. How many unicorns were not pink or purple?',
    'solution': 'def solution():\n    #Total unicorns\n    total_unicorns = 100\n    #Pink unicorns\n    pink_unicorns = 20\n    #Purple unicorns\n    purple_unicorns = 30\n    #Both pink and purple unicorns\n    both_unicorns = 10\n    #Not pink or purple unicorns are\n    neither_unicorns = total_unicorns - pink_unicorns - purple_unicorns + both_unicorns\n    return neither_unicorns',
    'answer': '60.0',
    'accuracy': 1.0,
    'explanation': 'The provided solution correctly calculates the number of unicorns that are not pink or purple by using the principle of inclusion-exclusion, accounting for the unicorns that are both pink and purple. The correct answer is 60.'
}
"
700,"
{
  ""question"": ""Captain America can punch 100 times per minute. \nIf he punches 100 times per minute for 10 minutes, \nhow many punches has he thrown?"",
  ""solution"": ""def solution():\n    #Captain America can punch 100 times per minute\n    punches_per_minute = 100\n    #He punches for 10 minutes\n    minutes = 10\n    #The answer is\n    result = punches_per_minute * minutes\n    return result"",
  ""answer"": ""1000.0"",
  ""accuracy"": 1.0,
  ""explanation"": ""The solution correctly multiplies the rate of punches per minute by the number of minutes to get the total number of punches.""
}
"
701,"
{
    ""question"": ""A volleyball team has 12 players. \n\nEach player has 4 kneepads. \n\nHow many kneepads does the team have in total?"",
    ""solution"": ""def solution():\n    #The team has 12 players\n    players = 12\n    #Each player has 4 kneepads\n    kneepads_per_player = 4\n    #The answer is\n    result = players * kneepads_per_player\n    return result"",
    ""answer"": ""48.0"",
    ""accuracy"": 1.0,
    ""explanation"": ""The solution correctly multiplies the number of players by the number of kneepads per player to find the total number of kneepads for the team.""
}
"
702,"
{
  ""question"": ""Taylor Swift has 2000 followers on Twitter. She gains 200 new followers per day. How many followers will she have in 5 days?"",
  ""solution"": ""def solution():\n    #Taylor Swift has 2000 followers\n    followers_initial = 2000\n    #She gains 200 new followers per day\n    followers_gained_per_day = 200\n    #The answer is\n    result = followers_initial + 5 * followers_gained_per_day\n    return result"",
  ""answer"": ""3000.0""
}
"
703,"{
    'question': 'Superman can leap 1.5 miles in a single bound. How many miles can he leap in 12 bounds?', 
    'solution': 'def solution():\n    #Superman can leap 1.5 miles in a single bound\n    miles_per_bound = 1.5\n    #How many miles can he leap in 12 bounds?\n    result = miles_per_bound * 12\n    return result', 
    'answer': '18.0', 
    'accuracy': 1.0, 
    'explanation': 'The solution correctly multiplies the distance Superman can leap in a single bound by the number of bounds (12) to arrive at the total distance leaped, without any need for rounding.'
}"
704,"{'question': 'Wonder Woman can lasso 12 bad guys at a time. \nShe can do this 3 times per day. \nHow many bad guys can she lasso in 5 days?', 'solution': 'def solution():\n    #Wonder Woman can lasso 12 bad guys at a time\n    bad_guys_at_a_time = 12\n    #She can do this 3 times a day\n    times_a_day = 3\n    #For 5 days\n    days = 5\n    #The answer is\n    result = bad_guys_at_a_time * times_a_day * days\n    return result', 'answer': '180.0', 'accuracy': 1.0, 'explanation': 'The solution correctly defines the amount of bad guys Wonder Woman can lasso at one time, the number of times she can do this per day, and the total number of days. Multiplying these three values gives the total number of bad guys she can lasso in 5 days, which is accurately calculated by the function.'}"
705,"
{
  ""question"": ""Mario has 100 coins. \nHe spends 20 coins to buy a mushroom, \n10 coins to buy a flower, and \n20 coins to buy a star. \nHow many coins does he have left?"",
  ""solution"": ""def solution():\n    #Mario has 100 coins\n    coins_initial = 100\n    #He spends 20 coins to buy a mushroom\n    coins_spent_mushroom = 20\n    #10 coins to buy a flower\n    coins_spent_flower = 10\n    #20 coins to buy a star\n    coins_spent_star = 20\n    #The answer is\n    result = coins_initial - coins_spent_mushroom - coins_spent_flower - coins_spent_star\n    return result"",
  ""answer"": ""50.0"",
  ""accuracy"": 1.0,
  ""explanation"": ""The solution correctly subtracts the total coins spent (20 for a mushroom, 10 for a flower, and 20 for a star) from the initial amount of coins (100) to yield the correct remaining amount of 50 coins. The '.0' added to the answer is unnecessary as the number is an integer, but it is still correct.""
}
"
706,"```
{
    'question': 'In the game, Super Mario can stomp on 30 Goombas, 20 Koopas, and 10 Piranha Plants. How many enemies does he stomp on total?',
    'solution': 'def solution():\n    #Super Mario can stomp on 30 Goombas\n    goombas = 30\n    #20 Koopas\n    koopas = 20\n    #and 10 Piranha Plants\n    piranha_plants = 10\n    #The answer is\n    result = goombas + koopas + piranha_plants\n    return result',
    'answer': '60.0',
    'accuracy': 1.0,
    'explanation': 'The solution correctly adds the number of each type of enemy that Super Mario can stomp on to arrive at the total number of enemies. The answer provided as ""60.0"" is numerically equivalent to ""60"" which is a whole number, meaning no rounding was needed or performed.'
}
```"
707,"
{
  ""question"": ""Hello Kitty has 100 pencils. She lends 20 pencils to her friend. She then buys 30 more pencils. How many pencils does she have now?"",
  ""solution"": ""def solution():\n    #Hello Kitty has 100 pencils\n    pencils_hello_kitty = 100\n    #She lends 20 pencils to her friend\n    lends_20_pencils = 20\n    #She then buys 30 more pencils\n    buys_30_pencils = 30\n    #The answer is\n    result = pencils_hello_kitty - lends_20_pencils + buys_30_pencils\n    return result"",
  ""answer"": ""110.0"",
  ""accuracy"": 1.0,
  ""explanation"": ""The solution correctly calculates the number of pencils Hello Kitty has after lending 20 and buying 30 more, returning the correct number of pencils as 110. The answer is given as '110.0', which is numerically correct, but ideally should be represented as a whole number '110' since pencils are a countable unit.""
}
"
708,"{'question': 'Serena Williams has 24 Grand Slam titles. 8 of them are from the Australian Open, 3 of them are from the French Open, 7 of them are from Wimbledon, and the rest are from the US Open. How many of her titles are from the US Open?', 'solution': 'def solution():\n    #Serena Williams has 24 Grand Slam titles\n    grand_slam_titles = 24\n    #8 of them are from the Australian Open\n    australian_open_titles = 8\n    #3 of them are from the French Open\n    french_open_titles = 3\n    #7 of them are from Wimbledon\n    wimbledon_titles = 7\n    #The rest are from the US Open\n    us_open_titles = grand_slam_titles - australian_open_titles - french_open_titles - wimbledon_titles\n    #The answer is\n    result = us_open_titles\n    return result', 'answer': '6.0', 'accuracy': 1.0, 'explanation': 'The solution correctly calculates the number of US Open titles Serena Williams has by subtracting the number of titles from the Australian Open, French Open, and Wimbledon from her total number of Grand Slam titles.'}"
709,"
{
  ""question"": ""3000 people come to the Ice Cream Festival. 1000 of them are lactose intolerant. 1000 of them are allergic to nuts. 500 of them are allergic to both. How many people can safely eat ice cream?"",
  ""solution"": ""def solution():\n    #3000 people come to the Ice Cream Festival\n    total_people = 3000\n    #1000 of them are lactose intolerant\n    lactose_intolerant = 1000\n    #1000 of them are allergic to nuts\n    allergic_to_nuts = 1000\n    #500 of them are allergic to both\n    allergic_to_both = 500\n    #The answer is\n    result = total_people - lactose_intolerant - allergic_to_nuts - allergic_to_both\n    return result"",
  ""answer"": ""500.0"",
  ""accuracy"": 0.0,
  ""explanation"": ""The solution incorrectly subtracts the number of people who are allergic to both lactose and nuts twice. The correct calculation would add those 500 back to the result.""
}
"
710,"
{
  ""question"": ""Iron Man's suit of armor has 1000 pieces. It has 200 more gold pieces than it has silver pieces. How many silver pieces does it have?"",
  ""solution"": ""def solution():\n    #Iron Man's suit of armor has 1000 pieces\n    pieces_total = 1000\n    #It has 200 more gold pieces than it has silver pieces\n    gold_pieces = pieces_total - 200\n    #The answer is\n    silver_pieces = gold_pieces\n    return silver_pieces"",
  ""answer"": ""800.0"",
  ""accuracy"": 0.0,
  ""explanation"": ""The solution incorrectly assumes that the number of gold pieces plus 200 equals the total pieces. Instead, the correct approach would be to set up an equation considering that the number of gold pieces is the number of silver pieces plus 200. Therefore, if we let the number of silver pieces be 'x', then the number of gold pieces would be 'x + 200', and the total would be 'x + (x + 200) = 1000'. Solving this equation gives '2x + 200 = 1000', leading to '2x = 800' and 'x = 400'. The correct number of silver pieces should be 400.""
}
"
711,"
{
  ""question"": ""A dog has 12 bones. \n\nIt chews 3 bones a day for 3 days. \n\nHow many bones does it have left?"",
  ""solution"": ""def solution():\n\n    #A dog has 12 bones\n\n    bones_initial = 12\n\n    #It chews 3 bones a day for 3 days\n\n    bones_per_day = 3\n\n    days = 3\n\n    #The answer is\n\n    result = bones_initial - bones_per_day * days\n\n    return result"",
  ""answer"": ""3.0"",
  ""accuracy"": 1.0,
  ""explanation"": ""The solution correctly calculates the remaining bones by subtracting the total number of bones chewed (3 bones chewed per day for 3 days equals 9 bones chewed) from the initial number of bones (12). The answer 3 is correct.""
}
"
