,question,solution,answer,topic,question_number
46,Naruto has 1112 Leaf Village coins. He has to give 100 coins to each of his 3 senseis. He also has to give 1000 coins to the Hokage. How many coins does he have left?,"def solution():
    #Naruto started with 1112 coins
    coins_initial = 1112
    #He has to give 100 coins to each of his 3 senseis
    coins_to_senseis = 3 * 100
    #He also has to give 1000 coins to the Hokage
    coins_to_hokage = 1000
    #The answer is
    result = coins_initial - coins_to_senseis - coins_to_hokage
    return result",-188,Naruto,question_3023
336,"12 Creepers, 17 Skeletons, and 29 Zombies are after Steve. How many monsters is Steve fighting?","def solution():
    #There are 12 Creepers
    creepers = 12
    #17 Skeletons
    skeletons = 17
    #29 Zombies
    zombies = 29
    #The answer is
    result = creepers + skeletons + zombies
    return result",58,Minecraft,question_3024
1132,"Harry, Ron, and Hermione each have 5 wands. 20% of the wands are broken. How many wands are not broken?","def solution():
    #Each of the 3 has 5 wands
    wands_per_person = 5
    #There are 3 of them
    people = 3
    #20% of the wands are broken
    broken_wands_percentage = 0.2
    #The answer is
    result = (wands_per_person * people) * (1 - broken_wands_percentage)
    return result",12.0,Harry Potter,question_3025
844,11 out of 22 of the cheerleaders on the squad are left-handed. 2/3 of the left-handed cheerleaders are on the stunt team. How many left-handed cheerleaders are on the stunt team?,"def solution():
    #11 out of 22 of the cheerleaders are left-handed
    left_handed_cheerleaders = 11
    #2/3 of the left-handed cheerleaders are on the stunt team
    stunt_team_cheerleaders = 2/3 * left_handed_cheerleaders
    #The answer is
    result = stunt_team_cheerleaders
    return result",7.333333333333333,cheer leading,question_3026
510,3000 cats and 2000 dogs were in the animal shelter. 1000 cats and 500 dogs were adopted. 200 cats and 100 dogs were euthanized. How many animals are still in the shelter?,"def solution():
    #There were 3000 cats and 2000 dogs in the shelter
    cats_initial = 3000
    dogs_initial = 2000
    #1000 cats and 500 dogs were adopted
    cats_adopted = 1000
    dogs_adopted = 500
    #200 cats and 100 dogs were euthanized
    cats_euthanized = 200
    dogs_euthanized = 100
    #The answer is
    result = cats_initial - cats_adopted - cats_euthanized + dogs_initial - dogs_adopted - dogs_euthanized
    return result",3200,,question_3027
728,"Taylor Swift's ""Love Story"" has 211,000,000 views on YouTube. ""You Belong with Me"" has 322,000,000 views, and ""Blank Space"" has 222,000,000 views. How many more views does ""You Belong with Me"" have than ""Love Story"" and ""Blank Space"" combined?","def solution():
    #""Love Story"" has 211,000,000 views
    love_story_views = 211000000
    #""You Belong with Me"" has 322,000,000 views
    you_belong_with_me_views = 322000000
    #""Blank Space"" has 222,000,000 views
    blank_space_views = 222000000
    #The answer is
    result = you_belong_with_me_views
    return result",322000000,Taylor Swift,question_3028
737,100 Fortnite players are in a game. 10 of them are killed by the storm. 20 more are killed by other players. 50% of the remaining players are killed by the storm. How many players are left?,"def solution():
    #100 Fortnite players are in a game
    players = 100
    #10 of them are killed by the storm
    storm_deaths = 10
    #20 more are killed by other players
    other_deaths = 20
    #50% of the remaining players are killed by the storm
    remaining_players = players - storm_deaths - other_deaths
    storm_deaths_2 = remaining_players / 2
    #The answer is
    result = remaining_players - storm_deaths_2
    return result",35.0,Fortnite,question_3029
1232,Serena has 36 aces. 12 of her aces were in the Australian Open. 8 of her aces were in the French Open. 6 of her aces were in Wimbledon. How many aces does she have left for the US Open?,"def solution():
    #Serena has 36 aces
    aces_total = 36
    #12 of her aces were in the Australian Open
    aces_australian_open = 12
    #8 of her aces were in the French Open
    aces_french_open = 8
    #6 of her aces were in Wimbledon
    aces_wimbledon = 6
    #The answer is
    result = aces_total - aces_australian_open - aces_french_open - aces_wimbledon
    return result",10,Serena Williams,question_3030
1348,"Spiderman, the web-slinging superhero, is chasing the Green Goblin. He has 24 webs. He uses 5 webs to swing from the top of a building to the ground, and 3 webs to immobilize the Green Goblin. How many webs does he have left?","def solution():
    #Spiderman started with 24 webs
    webs_initial = 24
    #He used 5 webs to swing from the top of a building to the ground
    webs_used_for_swing = 5
    #He used 3 webs to immobilize the Green Goblin
    webs_used_for_immobilize = 3
    #The answer is
    result = webs_initial - webs_used_for_swing - webs_used_for_immobilize
    return result",16,Spiderman,question_3031
894,There are 100 people at a pep rally. 10 of them are the cheerleading squad. 20 of them are the marching band. 15 of them are the football team. The rest of the people are the crowd. How many people are in the crowd?,"def solution():
    #Total number of people at the pep rally
    total_people = 100
    #Number of cheerleaders
    cheerleaders = 10
    #Number of marching band members
    marching_band = 20
    #Number of football players
    football_team = 15
    #The answer is
    result = total_people - cheerleaders - marching_band - football_team
    return result",55,cheer leading,question_3032
416,2000 people in a theater were to be evacuated in 10 minutes. 1000 people were evacuated in the first 3 minutes. 500 more people were evacuated in the next 3 minutes. How many people were left to be evacuated in the last 4 minutes?,"def solution():
    #2000 people were to be evacuated in 10 minutes
    people_total = 2000
    #1000 people were evacuated in the first 3 minutes
    people_first_3_minutes = 1000
    #500 more people were evacuated in the next 3 minutes
    people_next_3_minutes = 500
    #The answer is
    result = people_total - people_first_3_minutes - people_next_3_minutes
    return result",500,,question_3033
477,"Patrick Mahomes is the quarterback for the Kansas City Chiefs. He threw 12 touchdowns in the first 4 games of the 2021 season. If he continues at that rate, how many touchdowns will he throw in the first 16 games of the 2021 season?","def solution():
    #Patrick Mahomes threw 12 touchdowns in the first 4 games
    touchdowns_per_game = 12 / 4
    #If he continues at that rate, he will throw
    touchdowns_16_games = touchdowns_per_game * 16
    #touchdowns in the first 16 games. The answer is
    result = touchdowns_16_games
    return result",48.0,Patrick Mahomes,question_3034
828,"The 11:10 AM train from Penn Station to Union Station is 10 minutes late. It takes 3 hours 20 minutes to get to Union Station. If the 11:10 AM train is 10 minutes late, how many minutes late will the 2:10 PM train be?","def solution():
    #The 11:10 AM train is 10 minutes late
    late_11_10 = 10
    #It takes 3 hours 20 minutes to get to Union Station
    time_11_10 = 3 * 60 + 20
    #The 11:10 AM train is 10 minutes late.
    #So, the 2:10 PM train will be 10 + (3 * 60 + 20) = 210 minutes late
    late_2_10 = late_11_10 + (3 * 60 + 20)
    return late_2_10",210,trains,question_3035
510,"Steph Curry is a basketball player. He is 6 feet and 2 inches tall. His brother, Seth, is 2/3 as tall as he is. How tall is Seth in feet?","def solution():
    #Steph Curry is 6 feet and 2 inches tall
    steph_curry_height = 6 * 12 + 2
    #Seth is 2/3 as tall as Steph
    seth_curry_height = steph_curry_height * (2/3)
    #The answer is
    result = seth_curry_height
    return result",49.33333333333333,Steph Curry,question_3036
331,The field hockey team has 12 players. The coach has 20 jerseys. How many jerseys does each player get?,"def solution():
    #The team has 12 players
    players = 12
    #The coach has 20 jerseys
    jerseys = 20
    #The answer is
    result = jerseys / players
    return result",1.6666666666666667,field hockey,question_3037
524,"The 20-story apartment building has 2000 windows. 50% of the windows are in the 2 top floors. 30% of the remaining windows are in the 5th and 6th floors. How many windows are there in the 1st, 2nd, 3rd, and 4th floors?","def solution():
    #The 20-story apartment building has 2000 windows
    windows_total = 2000
    #50% of the windows are in the 2 top floors
    windows_top_floors = windows_total * 0.5
    #30% of the remaining windows are in the 5th and 6th floors
    windows_5th_and_6th_floors = (windows_total - windows_top_floors) * 0.3
    #The answer is
    result = windows_total - windows_top_floors - windows_5th_and_6th_floors
    return result",700.0,,question_3038
795,"In a soccer match, the home team, the New York Red Bulls, scored 3 goals. The away team, the Chicago Fire, scored 2 goals. How many more goals did the New York Red Bulls score than the Chicago Fire?","def solution():
    #The home team scored 3 goals
    home_goals = 3
    #The away team scored 2 goals
    away_goals = 2
    #The answer is
    result = home_goals - away_goals
    return result",1,soccer,question_3039
25,"Wonder Woman is 5'11"" and her Invisible Jet is 20' long.  How many Wonder Women could lie end-to-end in the Invisible Jet?","def solution():
    #Wonder Woman is 5'11""
    wonder_woman_height = 5 * 12 + 11
    #The Invisible Jet is 20' long
    invisible_jet_length = 20 * 12
    #The answer is
    result = invisible_jet_length / wonder_woman_height
    return result",3.380281690140845,Wonder Woman,question_3040
1339,"The four Ninja Turtles, Leonardo, Raphael, Donatello, and Michelangelo, are all 25 years old. 10 years from now, how old will they be?","def solution():
    #The four Ninja Turtles are all 25 years old
    turtles_age = 25
    #10 years from now, they will be
    turtles_age_10_years = turtles_age + 10
    return turtles_age_10_years",35,Ninja Turtles,question_3041
763,A cheerleading squad of 20 girls is practicing a new routine. The girls will form 4 lines with an equal number of girls in each line. How many girls will be in each line?,"def solution():
    #The number of girls in the squad
    girls_in_squad = 20
    #The number of lines
    lines = 4
    #The answer is
    result = girls_in_squad / lines
    return result",5.0,cheer leading,question_3042
1348,"Super Mario has 300 gold coins. He can use 10 gold coins to get an extra life. If he has 5000 gold coins, how many extra lives does he have?","def solution():
    #Super Mario can use 10 gold coins to get an extra life
    gold_coins_per_life = 10
    #He has 5000 gold coins
    gold_coins = 5000
    #The answer is
    result = gold_coins // gold_coins_per_life
    return result",500,Super Mario,question_3043
507,3500 pencils are in 500 cans. 200 pencils are in each can. 1000 pencils are in a box. How many boxes of pencils are there?,"def solution():
    #3500 pencils are in 500 cans
    pencils_in_cans = 3500
    cans = 500
    #200 pencils are in each can
    pencils_per_can = 200
    #1000 pencils are in a box
    pencils_in_box = 1000
    #The answer is
    result = pencils_in_cans / (cans * pencils_per_can) / pencils_in_box
    return result",3.5000000000000004e-05,,question_3044
