,question_number,question,grade,answer,math_topic
1211,question_1211,"Veronica is making emergency-preparedness kits to share with friends. She has 20 bottles of water and 12 cans of food, which she would like to distribute equally among the kits, with nothing left over. What is the greatest number of kits Veronica can make?",6,4 (kits),GCD
1212,question_1212,"Colton has 16 blue marbles and 8 white ones. If he wants to place them in identical groups without any marbles left over, what is the greatest number of groups Colton can make?",6,8 (groups),GCD
1213,question_1213,"Kiara baked 30 oatmeal cookies and 48 chocolate chip cookies to package in plastic containers for her teacher friends at school. She wants to divide the cookies into identical containers so that each container has the same number of each kind of cookie. If she wants each container to have the greatest number of cookies possible, how many plastic containers does she need?",6,6 (plastic containers),GCD
1214,question_1214,"There are 40 girls and 32 boys who want to participate in 6th grade intramurals. If each team must have the same number of girls and the same number of boys, what is the greatest number of teams that can participate in intramurals?",6,8 (teams),GCD
1215,question_1215,"Shannon is making identical balloon arrangements for a party. She has 32 maroon balloons, 24 white balloons, and 16 orange balloons. She wants each arrangement to have the same number of each color. What is the greatest number of arrangements that she can make if every balloon is used?",6,8 (arrangements),GCD
1216,question_1216,"At a school event, adults are seated in groups of exactly 17 and children are seated in groups of exactly 15. If there are the same number of adults as children, what is the minimum number of adults attending?",6,255 (adults),LCM
1217,question_1217,"Monroe Vitamin Shop sold equal quantities of Vitamin A and Vitamin D supplements this morning, even though the Vitamin A supplements come in packs of 7 and the Vitamin D supplements in packs of 17. What is the smallest number of each type that the store could have sold?",6,119,LCM
1218,question_1218,"Amanda and Sadie each have a band. Amanda's band plays songs in sets of 2 and Sadie's band plays songs in sets of 9. After performing together, both bands realize that they have played the same number of songs. What is the smallest number of songs each band could have performed?",6,18 (songs),LCM
1219,question_1219,"This afternoon, Alec noticed that the number of the page assigned for homework is divisible by both 4 and 13. What is the smallest possible page number that could have been assigned?",6,52 (page number),LCM
1220,question_1220,Kristen notices an identical number of two types of insects in her neighborhood: butterflies and fireflies. She always seems to observe butterflies in groups of 44 and fireflies in groups of 17. What is the smallest number of butterflies that she could have seen?,6,748 (butterflies),LCM
1221,question_1221,"Linda buys strawberry gum in packs of 6 pieces and blueberry gum in packs of 5 pieces. If Linda wants to buy the same amount of each type of gum, what is the smallest number of pieces of each flavor that she must buy?",6,30 (pieces of each flavor),LCM
1222,question_1222,"By coincidence, Monica's Obedience School trained the same number of dogs and cats last week. The school teaches dogs in groups of 18 and cats in groups of 3. What is the smallest number of cats the school could have had?",6,18 (cats),LCM
1223,question_1223,"The drama club meets in the school auditorium every 3 days, and the choir meets there every 5 days. If the groups are both meeting in the auditorium today, then how many days from now will they next have to share the auditorium?",6,15 (days),LCM
1224,question_1224,"One day, Trent and his friends had lunch while sitting at tables of 2. Another day, they had lunch at tables of 8. What is the smallest number of people that could be in the group?",6,8 (people),LCM
1225,question_1225,"Gabe and Steven make money by walking neighborhood pets. During a conversation about their work, they realize that they are both walking the same total number of pets, even though Gabe walks pets in groups of 2 and Steven walks pets in groups of 10. What is the smallest total number of pets each could be walking?",6,10 (pets),LCM
1226,question_1226,"Packages of cheddar cheese come with 12 slices, while packages of Swiss cheese come with 28 slices. If Randy bought the same number of slices of each type of cheese, what is the smallest number of slices of each type that Randy could have bought?",6,84 (slices),LCM
1227,question_1227,Karen is packing equal quantities of pretzels and crackers for snacks. Karen bags the pretzels in groups of 5 and the crackers in groups of 7. What is the smallest number of crackers that she can pack?,6,35 (crackers),LCM
1228,question_1228,"Irene's Bakery sells muffins in packages of 18 and cookies in packages of 5. Going through yesterday's receipts, a store manager notices that the bakery sold the same number of muffins and cookies yesterday afternoon. What is the smallest number of muffins that the bakery could have sold?",6,90 (muffins),LCM
1229,question_1229,"Zack tutors students in groups of 14. Meanwhile, Karen tutors students in groups of 10. While discussing their work, the tutors realize that they both work with the same total number of students. What is the smallest number of students each can have?",6,70 (students),LCM
1230,question_1230,"Martha's Blossoms sells roses in groups of 9. Across town, Rachel's Blooms sells roses in groups of 19. If a customer wants to buy the same number of roses from both vendors, what is the smallest number of roses the customer will have to buy from each vendor?",6,171 (roses),LCM
1231,question_1231,"Andy is buying AA batteries and D batteries. The store sells AA batteries in packs of 38 and D batteries in packs of 44. If Andy wishes to buy the same number of AA and D batteries, what is the smallest number of each battery type that he can buy?",6,836 (batteries),LCM
1232,question_1232,"An airline has 41 pieces of luggage to put away. If each luggage compartment will hold 5 pieces of luggage, how many will be in the compartment that isn't full?",3,1 (piece),Surplus
1233,question_1233,"A coat factory had 29 coats. If they wanted to put them into 3 boxes, with the same number of coats in each box, how many extra coats would they have left over?",3,2 (coats),Surplus
1234,question_1234,"Bianca wanted to drink exactly 5 bottles of water each day, so she bought 47 bottles when they were on sale. How many more bottles will she need to buy on the last day?",3,3 (bottles),Surplus
1235,question_1235,Paul had 7 baseball cards he's putting into a binder with 3 on each page. How many cards will he have on the page that isn't full?,3,1 (card),Surplus
1236,question_1236,"A pizza store had 11 pieces of pepperoni to put on their pizzas. If each pizza got 2 pieces, how many extra pieces of pepperoni would they have?",3,1 (pieces of pepperoni),Surplus
1237,question_1237,"A movie store had 9 movies they were putting on 2 shelves. If the owner wanted to make sure each shelf had the same number of movies, how many more movies would he need?",3,1 (movie),Surplus
1238,question_1238,"At the carnival, 6 friends bought 27 tickets. If they wanted to split all the tickets so each friend got the same amount, how many more tickets would they need to buy?",3,3 (tickets),Surplus
1239,question_1239,An art museum had 15 pictures to split equally into 2 different exhibits. How many more pictures would they need to make sure each exhibit had the same amount?,3,1 (picture),Surplus
1240,question_1240,"Luke had 9 pieces of candy. If he wants to split the candy into 2 bags with the same amount of candy in each bag, how many more pieces would he need to make sure each bag had the same amount?",3,1 (piece),Surplus
1241,question_1241,A baker had 7 boxes for donuts. He ended up making 48 donuts and splitting them evenly between the boxes. How many extra donuts did he end up with?,3,6 (donuts),Surplus
1242,question_1242,"George bought 17 pieces of candy to give to 5 of his friends. If he wants to give each friend the same amount, how many pieces would he have left over?",3,2 (pieces),Surplus
1243,question_1243,"A school had 14 students sign up for the trivia teams. If they wanted to have 4 team, with the same number of students on each team, how many more students would need to sign up?",3,2 (students),Surplus
1244,question_1244,"Robin is making bead necklaces. She wants to use 31 beads to make 4 necklaces. If she wants each necklace to have the same number of beads, how many beads will she have left over?",3,3 (beads),Surplus
1245,question_1245,Lemon heads come in packages of 5. Ann ate 78 Lemon Heads. How many Lemon Heads does she have left?,3,3 (Lemon Heads),Surplus
1246,question_1246,Sweettarts come in packages of 7. Stephen ate 64 Sweettarts. How many Sweettarts does he have left?,3,1 (Sweettart),Surplus
