,question,solution,answer,topic,question_number
1354,There are 16 dogs in a dog park. 4 of the dogs are Labrador Retrievers. 5 are Golden Retrievers. 3 are German Shepherds. The rest are Chihuahuas. How many Chihuahuas are there?,"def solution():
    #Total dogs
    total_dogs = 16
    #Labrador Retrievers
    lab_retrievers = 4
    #Golden Retrievers
    golden_retrievers = 5
    #German Shepherds
    german_shepherds = 3
    #Chihuahuas
    chihuahuas = total_dogs - lab_retrievers - golden_retrievers - german_shepherds
    return chihuahuas",4,dogs,llama_q1339
111,Captain America throws his shield 3 times in 1 minute. How many times can he throw his shield in 4 hours?,"def solution():
    #Captain America throws his shield 3 times in 1 minute
    shield_throws_per_minute = 3
    #4 hours is 240 minutes
    minutes = 4 * 60
    #The answer is
    result = shield_throws_per_minute * minutes
    return result
print(solution())",720,Captain America,mammoth_q111
202,Spiderman shoots 10 webs per second. He shoots for 5 seconds. How many webs does he shoot?,"def solution():
    # Spiderman shoots 10 webs per second
    webs_per_second = 10
    # He shoots for 5 seconds
    seconds = 5
    # The answer is
    result = webs_per_second * seconds
    return result",50,Spiderman,mammoth_q202
416,"A basketball team has 12 players. 3 of the players are from the US, 5 of the players are from Germany, and 2 of the players are from Spain. 1 of the players is from the United Kingdom. How many more players are there from the US than from the UK?","def solution():
    #The basketball team has 12 players
    players_total = 12
    #3 of the players are from the US
    players_us = 3
    #5 of the players are from Germany
    players_germany = 5
    #2 of the players are from Spain
    players_spain = 2
    #1 of the players is from the United Kingdom
    players_uk = 1
    #The answer is
    result = players_us - players_uk
    return result",2,basketball,mathwell_q410
873,"Kobe Bryant, a professional basketball player, has 5 NBA championship rings. He has 2 more rings than Shaquille O'Neal. How many rings does Shaquille O'Neal have?","def solution():
    #Kobe has 5 rings
    kobe_rings = 5
    #He has 2 more than Shaq
    shaq_rings = kobe_rings - 2
    #The answer is
    result = shaq_rings
    return result",3,basketball,mathwell_q845
580,"The Black Panther movie made $1.3 billion dollars. 20% of the revenue came from the United States, and 10% came from China. How much revenue came from the rest of the world?","def solution():
    #The Black Panther movie made $1.3 billion dollars
    total_revenue = 1.3 * 1000000000
    #20% of the revenue came from the United States
    revenue_us = total_revenue * 0.20
    #10% came from China
    revenue_china = total_revenue * 0.10
    #The answer is
    result = total_revenue - revenue_us - revenue_china
    return result",910000000.0,Black Panther,llama_q578
767,"The volleyball team has 12 players. 5 of them are setters, 4 are hitters, and the rest are blockers. How many blockers are there?","def solution():
    #The team has 12 members
    team_members = 12
    #5 of them are setters
    setters = 5
    #4 of them are hitters
    hitters = 4
    #The rest are blockers
    blockers = team_members - setters - hitters
    return blockers",3,volleyball,mathwell_q743
81,Superman is 10 feet tall. He jumps 100 feet in the air. How tall is he now?,"def solution():
    #Superman is 10 feet tall
    superman_feet_tall = 10
    #He jumps 100 feet in the air
    superman_feet_jumped = 100
    #The answer is
    result = superman_feet_tall + superman_feet_jumped
    return result",110,Superman,llama_q81
150,"Ash caught 35 Pokemon in Pallet Town, 50 in Viridian City, and 25 in Pewter City. How many Pokemon did he catch in total?","def solution():
    #Ash caught 35 Pokemon in Pallet Town
    pokemon_1 = 35
    #He caught 50 in Viridian City
    pokemon_2 = 50
    #And 25 in Pewter City
    pokemon_3 = 25
    #The answer is
    result = pokemon_1 + pokemon_2 + pokemon_3
    return result
print(solution())",110,Pokémon,mammoth_q150
203,There are 100 dogs in a park. 70% of the dogs are big dogs. 20% of the dogs are small dogs. 10% of the dogs are medium dogs. How many dogs are medium dogs?,"def solution():
    total_dogs = 100
    big_dogs = 0.70 * total_dogs
    small_dogs = 0.20 * total_dogs
    medium_dogs = 0.10 * total_dogs
    return medium_dogs
print(solution())",10.0,dogs,mammoth_q203
390,Kim Bursley has 3 goals out of the 9 played games when she plays games for 30 minutes. How many games has she played so far this season?,"def solution():
    #Kim Bursley has 3 goals out of the 9 played games when she plays games for 30 minutes
    games_played = 9
    goals_scored = 3
    #The answer is
    result = games_played
    return result",9,field hockey,llema_q390
808,"A Minecraft player has 100000 blocks. 20000 of the blocks are dirt, 30000 of the blocks are stone, 20000 of the blocks are wood, and 30000 of the blocks are diamond. How many of the blocks are not dirt, stone, wood, or diamond?","def solution():
    #100000 blocks
    blocks_total = 100000
    #20000 of the blocks are dirt
    blocks_dirt = 20000
    #30000 of the blocks are stone
    blocks_stone = 30000
    #20000 of the blocks are wood
    blocks_wood = 20000
    #30000 of the blocks are diamond
    blocks_diamond = 30000
    #The answer is
    result = blocks_total - blocks_dirt - blocks_stone - blocks_wood
    return result",30000,Minecraft,mathwell_q783
963,"Pikachu, the most famous of the Pokémon, has 100 thunderbolts. It uses 10 thunderbolts in the morning and 15 in the afternoon. How many thunderbolts does it have left?","def solution():
    #Pikachu started with 100 thunderbolts
    thunderbolts_initial = 100
    #It used 10 in the morning
    thunderbolts_used_morning = 10
    #It used 15 in the afternoon
    thunderbolts_used_afternoon = 15
    #The answer is
    result = thunderbolts_initial - thunderbolts_used_morning - thunderbolts_used_afternoon
    return result",75,Pokémon,mathwell_q931
715,"Aquaman has a water pool in his backyard. 

He has 2 small pools and 1 large pool. 
Each pool is 8 feet deep. 
How many feet deep is the water in Aquaman's pool?","def solution():
    #2 small pools that are 8 feet deep
    small_pools = 8 * 2
    #A large pool that is 8 feet deep
    large_pool= 8
    #Aquaman's pool is 8 feet deep. The answer is
    result = large_pool + small_pools
    return result",24,swimming,llema_q713
76,"Serena Williams has 23 Grand Slam titles. 

Venus Williams has 7. 

How many more Grand Slam titles does Serena have than Venus?","def solution():
    #Serena has
    serena_titles = 23
    #Venus has
    venus_titles = 7
    #The answer is
    result = serena_titles - venus_titles
    return result",16,Serena Williams,mathwell_q76
646,LeBron James has 12000 points. He is 4000 points away from the all-time scoring record. How many more points does he need to average per game for the next 20 games to break the record?,"def solution():
    #LeBron James has 12000 points
    points_lebron = 12000
    #He is 4000 points away from the all-time scoring record
    points_needed = 4000
    #He needs to play 20 more games
    games_remaining = 20
    #The answer is
    result = points_needed / games_remaining
    return result",200.0,LeBron James,mathwell_q624
302,"There are 5 unicorns: Alice, Bob, Carol, David, and Emily. Each of them has 3 cupcakes. How many cupcakes do the unicorns have in total?","def solution():
    #There are 5 unicorns
    unicorns = 5
    #Each of them has 3 cupcakes
    cupcakes_per_unicorn = 3
    #The answer is
    result = unicorns * cupcakes_per_unicorn
    return result",15,unicorns,mammoth_q302
1286,Hello Kitty is a 3-pound kitten. She ate 1/2 a pound of kibble and 1/4 a pound of wet food. How much does she weigh now?,"def solution():
    #Hello Kitty's initial weight
    initial_weight = 3
    #She ate 1/2 a pound of kibble and 1/4 a pound of wet food
    kibble_weight = 0.5
    wet_food_weight = 0.25
    #The answer is
    result = initial_weight + kibble_weight + wet_food_weight
    return result",3.75,Hello Kitty,llama_q1271
198,"A pug, a dachshund, and a corgi all bark 30 times a day.  A beagle barks 50 times a day.  How many barks do the 4 dogs make in a week?","def solution():
    #A pug, a dachshund, and a corgi all bark 30 times a day.  A beagle barks 50 times a day.
    pug_dachshund_corgi_barks_per_day = 30
    beagle_barks_per_day = 50
    #1 week is 7 days
    days_in_a_week = 7
    #The answer is
    result = (pug_dachshund_corgi_barks_per_day * 3 + beagle_barks_per_day) * days_in_a_week
    return result",980,dogs,llama_q198
343,The soccer team has 32 players. Each player has 2 legs. How many legs does the team have?,"def solution():
    #Number of players
    players = 32
    #Each player has 2 legs
    legs_per_player = 2
    #Calculate total legs
    total_legs = players * legs_per_player
    return total_legs",64,soccer,mammoth_q343
669,How many punches can Captain America throw in 10 seconds?,"def solution():
    #Captain America throws 100 punches in 10 seconds
    punches_per_10_seconds = 100
    #The answer is
    result = punches_per_10_seconds
    return result",100,Captain America,llama_q666
1165,"LeBron James is a basketball player. He is 6'9"" tall. 

- 1 inch is 2.54 centimeters
- 1 foot is 12 inches

How tall is LeBron James in centimeters?","def solution():
    #LeBron James is 6'9"" tall
    lebron_height_in_feet = 6.5
    #1 inch is 2.54 centimeters
    inch_to_cm = 2.54
    #1 foot is 12 inches
    foot_to_inch = 12
    #The answer is
    result = lebron_height_in_feet * foot_to_inch * inch_to_cm
    return result",198.12,basketball,mathwell_q1121
164,Which of the four Pokémon has the highest CP?,"def solution():
    pikachu_cp = 200
    charizard_cp = 300
    blastoise_cp = 300
    venusaur_cp = 400

    max_cp = max(pikachu_cp, charizard_cp, blastoise_cp, venusaur_cp)
    return max_cp
print(solution())",400,Pokémon,mammoth_q164
1415,Taylor Swift has 100 fans. 25% of them are male. 75% of the male fans are over 18. How many male fans are over 18?,"def solution():
    #Taylor Swift has 100 fans
    fans_total = 100
    #25% of them are male
    male_fans_percentage = 0.25
    #75% of the male fans are over 18
    over_18_male_fans_percentage = 0.75
    #The answer is
    result = fans_total * male_fans_percentage * over_18_male_fans_percentage
    return result",18.75,Taylor Swift,llama_q1396
923,"There are 4 Ninja Turtles. 2 of them are mutant turtles, and the rest are aliens. How many alien Ninja Turtles are there?","def solution():
    #There are 4 Ninja Turtles
    ninja_turtles = 4
    #2 of them are mutant turtles
    mutant_turtles = 2
    #The rest are aliens. The answer is
    alien_turtles = ninja_turtles - mutant_turtles
    return alien_turtles",2,Ninja Turtles,mathwell_q892
1097,Batman has 100 batarangs. 20 of them are in his utility belt. 30 of them are in his cape. 40 of them are in his boots. 10 of them are in his gloves. How many batarangs does he have left?,"def solution():
    #Batman has 100 batarangs
    batarangs_total = 100
    #20 of them are in his utility belt
    batarangs_utility_belt = 20
    #30 of them are in his cape
    batarangs_cape = 30
    #40 of them are in his boots
    batarangs_boots = 40
    #10 of them are in his gloves
    batarangs_gloves = 10
    #The answer is
    result = batarangs_total - batarangs_utility_belt - batarangs_cape - batarangs_boots - batarangs_gloves
    return result",0,Batman,mathwell_q1057
