,0
1507,"
{
  ""question"": ""Two trains are traveling towards each other on the same track. Train A is traveling at 60 kilometers per hour, and Train B is traveling at 80 kilometers per hour. If they are initially 420 kilometers apart, how long will it take for the two trains to meet?"",
  ""solvability"": 1,
  ""explanation"": ""This question arrives at one correct answer and contains all the information needed to solve it. The combined speed of the two trains is the sum of their individual speeds. This sum can be used to determine the time it takes for them to cover the 420 kilometers separating them.""
}
"
1508,"
{
  'question': 'In a field hockey tournament, each team plays 3 games. If there are 8 teams in the tournament, how many total games are played?', 
  'solvability': 0, 
  'explanation': 'This question is not clear on whether each team plays 3 unique games with different teams or if it is including repeated games in the count. Without knowing the format of the tournament (round-robin, each team playing each other once, etc.), there is not enough information to determine the total number of games played in the tournament.'
}
"
1509,"
{
  ""question"": ""A field hockey team has players in three different roles: forwards, midfielders, and defenders. There are 6 forwards, twice as many midfielders as forwards, and half as many defenders as midfielders. How many players are there on the team in total?"",
  ""solvability"": 1,
  ""explanation"": ""This question arrives at one correct answer and contains all the information needed to solve it. The number of forwards is given, and the count of midfielders and defenders can be derived from the information provided.""
}
"
1510,"
{
  ""question"": ""An airport has 45 airplanes. 12 of them are cargo planes, and the rest are passenger planes. If 8 of the passenger planes are currently in the air, how many passenger planes are on the ground at the airport?"",
  ""solvability"": 1,
  ""explanation"": ""This question arrives at one correct answer and contains all the information needed to solve it. We can subtract the number of cargo planes from the total number of planes to find the total number of passenger planes, then subtract the passenger planes in the air to find out how many are on the ground.""
}
"
1511,"
{
  ""question"": ""T'Challa, the Black Panther, has 120 Vibranium shards. He uses 35 shards to make a new shield for Captain America. His sister Shuri takes another 15 shards for her inventions. How many Vibranium shards does T'Challa have left?"",
  ""solvability"": 1,
  ""explanation"": ""This question arrives at one correct answer and contains all the information needed to solve it. You simply subtract the shards used (35 + 15) from the total shards that T'Challa had initially (120).""
}
"
1512,"
{
    ""question"": ""Spiderman has 80 meters of webbing in his web-shooters. He uses 15 meters to swing from one building to another. If he continues swinging across 4 more buildings using the same amount of webbing each time, how much webbing will he have left?"",
    ""solvability"": 1,
    ""explanation"": ""This question arrives at one correct answer and contains all the information needed to solve it. Spiderman initially uses 15 meters of webbing, then he uses the same amount for 4 more swings, so you can calculate the total webbing used and subtract it from the initial 80 meters.""
}
"
1513,"
{
  ""question"": ""Hello Kitty is helping her mother bake cookies for her friends. They decide to bake 4 batches of cookies, with each batch having 12 cookies. However, before they finish, Hello Kitty eats 5 cookies. How many cookies are left for her friends?"",
  ""solvability"": 1,
  ""explanation"": ""This question arrives at one correct answer and contains all the information needed to solve it. It is clear how many batches are made, how many cookies are in each batch, and how many cookies were eaten.""
}
"
1514,"{
  'question': 'A cheerleading squad is preparing for a competition. The squad has a total of 18 cheerleaders. If they plan to create formations that are divided evenly into 3-row sections, how many cheerleaders will be in each row?',
  'solvability': 1,
  'explanation': 'This question arrives at one correct answer and contains all the information needed to solve it. The total number of cheerleaders and the number of rows they are dividing into are defined, enabling the calculation of cheerleaders per row.'
}"
1515,"
{
    'question': 'Hello Kitty has a collection of stickers. She has 300 flower stickers, 200 heart stickers, and 400 star stickers. She gave away 150 flower stickers to her friend Mimmy. How many stickers does Hello Kitty have left in total?',
    'solvability': 1,
    'explanation': 'This question arrives at one correct answer and contains all the information needed to solve it. The total number of stickers she had initially can be calculated, and the number of stickers given away can simply be subtracted from the total.'
}
"
1516,"{'question': 'Jenny has 5 bags of candy. Each bag contains 24 pieces of candy. She gives 2 friends 12 pieces of candy each. How many pieces of candy does she have left?', 'solvability': 1, 'explanation': 'This question arrives at one correct answer and contains all the necessary information to solve it. Jenny has a total of 5 * 24 pieces of candy, and after giving away 2 * 12 pieces of candy, the subtraction is straightforward.'}"
1517,"
{
  ""question"": ""Iron Man is building new suits for his superhero team. He starts with 5 suits and builds 3 more suits every day for a week (7 days). How many suits does Iron Man have at the end of the week?"",
  ""solvability"": 1,
  ""explanation"": ""This question arrives at one correct answer and contains all the information needed to solve it. Iron Man starts with 5 suits and builds 3 each day for 7 days, which is a straightforward arithmetic problem.""
}
"
1518,"
{
    ""question"": ""The Ninja Turtles are ordering pizzas for their party. They order 5 pizzas with each pizza having 8 slices. Leonardo eats 10 slices, Raphael eats 6 slices, Donatello eats 8 slices, and Michelangelo eats 12 slices. How many slices of pizza are left?"",
    ""solvability"": 1,
    ""explanation"": ""This question arrives at one correct answer and contains all the information needed to solve it. The number of pizzas ordered and the number of slices per pizza are provided along with the number of slices each character eats, which allows the student to calculate the total number of slices and determine how many are left.""
}
"
