,model,question_number,solvability,accuracy,appropriateness,topic,notes,addition,subtraction,multiplication,division,fractions,decimals,no_ops,total_ops,good,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,question,solution,answer,topic_y,Unnamed: 0.4,Unnamed: 0.5,text,acc_text
139,mathwell,mathwell_q561,1,1.0,1.0,1,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,,,531.0,576,Ash Ketchum has 100 Poké Balls. He uses 20 of them to catch Pikachu. He then uses 30 of them to catch Squirtle. How many Poké Balls does he have left?,"def solution():
    #Ash started with 100 Poké Balls
    poke_balls_initial = 100
    #He used 20 to catch Pikachu
    poke_balls_used_pikachu = 20
    #He used 30 to catch Squirtle
    poke_balls_used_squirtle = 30
    #The answer is
    result = poke_balls_initial - poke_balls_used_pikachu - poke_balls_used_squirtle
    return result",50.0,Pokémon,,,"Question: Ash Ketchum has 100 Poké Balls. He uses 20 of them to catch Pikachu. He then uses 30 of them to catch Squirtle. How many Poké Balls does he have left?
Answer: 50.0","Question: Ash Ketchum has 100 Poké Balls. He uses 20 of them to catch Pikachu. He then uses 30 of them to catch Squirtle. How many Poké Balls does he have left?
Solution:
def solution():
    #Ash started with 100 Poké Balls
    poke_balls_initial = 100
    #He used 20 to catch Pikachu
    poke_balls_used_pikachu = 20
    #He used 30 to catch Squirtle
    poke_balls_used_squirtle = 30
    #The answer is
    result = poke_balls_initial - poke_balls_used_pikachu - poke_balls_used_squirtle
    return result"
140,mathwell,mathwell_q982,1,1.0,1.0,1,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,,,541.0,1016,Iron Man has 1200 gold coins. He spends 400 gold coins on a new armor and 200 gold coins on a new AI. How many gold coins does he have left?,"def solution():
    #Iron Man started with 1200 gold coins
    gold_coins_initial = 1200
    #He spent 400 on a new armor and 200 on a new AI
    gold_coins_spent_armor = 400
    gold_coins_spent_ai = 200
    #The answer is
    result = gold_coins_initial - gold_coins_spent_armor - gold_coins_spent_ai
    return result",600.0,Iron Man,,,"Question: Iron Man has 1200 gold coins. He spends 400 gold coins on a new armor and 200 gold coins on a new AI. How many gold coins does he have left?
Answer: 600.0","Question: Iron Man has 1200 gold coins. He spends 400 gold coins on a new armor and 200 gold coins on a new AI. How many gold coins does he have left?
Solution:
def solution():
    #Iron Man started with 1200 gold coins
    gold_coins_initial = 1200
    #He spent 400 on a new armor and 200 on a new AI
    gold_coins_spent_armor = 400
    gold_coins_spent_ai = 200
    #The answer is
    result = gold_coins_initial - gold_coins_spent_armor - gold_coins_spent_ai
    return result"
143,mathwell,mathwell_q857,1,1.0,1.0,1,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,,,557.0,885,Spiderman has 300 spider webs. He uses 100 spider webs to make a net. He then uses 50 spider webs to make a cocoon. How many spider webs does he have left?,"def solution():
    #Spiderman has 300 spider webs
    spider_webs_total = 300
    #He uses 100 spider webs to make a net
    spider_webs_net = 100
    #He then uses 50 spider webs to make a cocoon
    spider_webs_cocoon = 50
    #The answer is
    result = spider_webs_total - spider_webs_net - spider_webs_cocoon
    return result",150.0,Spiderman,,,"Question: Spiderman has 300 spider webs. He uses 100 spider webs to make a net. He then uses 50 spider webs to make a cocoon. How many spider webs does he have left?
Answer: 150.0","Question: Spiderman has 300 spider webs. He uses 100 spider webs to make a net. He then uses 50 spider webs to make a cocoon. How many spider webs does he have left?
Solution:
def solution():
    #Spiderman has 300 spider webs
    spider_webs_total = 300
    #He uses 100 spider webs to make a net
    spider_webs_net = 100
    #He then uses 50 spider webs to make a cocoon
    spider_webs_cocoon = 50
    #The answer is
    result = spider_webs_total - spider_webs_net - spider_webs_cocoon
    return result"
144,mathwell,mathwell_q1005,1,1.0,1.0,1,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1,,,560.0,1042,Spiderman has 200 spider-webs. He shoots 10 spider-webs at a time. How many spider-webs does he have left after 5 shots?,"def solution():
    #Spiderman started with 200 spider-webs
    spider_webs_initial = 200
    #He shoots 10 spider-webs at a time
    spider_webs_per_shot = 10
    #He shot 5 times
    shots = 5
    #The answer is
    result = spider_webs_initial - spider_webs_per_shot * shots
    return result",150.0,Spiderman,,,"Question: Spiderman has 200 spider-webs. He shoots 10 spider-webs at a time. How many spider-webs does he have left after 5 shots?
Answer: 150.0","Question: Spiderman has 200 spider-webs. He shoots 10 spider-webs at a time. How many spider-webs does he have left after 5 shots?
Solution:
def solution():
    #Spiderman started with 200 spider-webs
    spider_webs_initial = 200
    #He shoots 10 spider-webs at a time
    spider_webs_per_shot = 10
    #He shot 5 times
    shots = 5
    #The answer is
    result = spider_webs_initial - spider_webs_per_shot * shots
    return result"
146,mathwell,mathwell_q1382,1,1.0,1.0,1,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,,,597.0,1443,"Taylor Swift has 3000 fans. 2000 of them are in the US, 500 are in the UK, and the rest are in Canada. How many of them are in Canada?","def solution():
    #Total number of fans
    total_fans = 3000
    #Number of fans in the US
    us_fans = 2000
    #Number of fans in the UK
    uk_fans = 500
    #Number of fans in Canada
    canada_fans = total_fans - us_fans - uk_fans
    return canada_fans",500.0,Taylor Swift,,,"Question: Taylor Swift has 3000 fans. 2000 of them are in the US, 500 are in the UK, and the rest are in Canada. How many of them are in Canada?
Answer: 500.0","Question: Taylor Swift has 3000 fans. 2000 of them are in the US, 500 are in the UK, and the rest are in Canada. How many of them are in Canada?
Solution:
def solution():
    #Total number of fans
    total_fans = 3000
    #Number of fans in the US
    us_fans = 2000
    #Number of fans in the UK
    uk_fans = 500
    #Number of fans in Canada
    canada_fans = total_fans - us_fans - uk_fans
    return canada_fans"
148,mathwell,mathwell_q1089,1,1.0,1.0,1,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,,,603.0,1129,Wonder Woman has 50000 credits. She spends 20000 credits on a new outfit. She then spends 10000 credits on a new pair of boots. How many credits does she have left?,"def solution():
    #Wonder Woman started with 50000 credits
    credits_initial = 50000
    #She spent 20000 credits on a new outfit
    credits_spent_outfit = 20000
    #She spent 10000 credits on a new pair of boots
    credits_spent_boots = 10000
    #The answer is
    result = credits_initial - credits_spent_outfit - credits_spent_boots
    return result",20000.0,Wonder Woman,,,"Question: Wonder Woman has 50000 credits. She spends 20000 credits on a new outfit. She then spends 10000 credits on a new pair of boots. How many credits does she have left?
Answer: 20000.0","Question: Wonder Woman has 50000 credits. She spends 20000 credits on a new outfit. She then spends 10000 credits on a new pair of boots. How many credits does she have left?
Solution:
def solution():
    #Wonder Woman started with 50000 credits
    credits_initial = 50000
    #She spent 20000 credits on a new outfit
    credits_spent_outfit = 20000
    #She spent 10000 credits on a new pair of boots
    credits_spent_boots = 10000
    #The answer is
    result = credits_initial - credits_spent_outfit - credits_spent_boots
    return result"
149,mathwell,mathwell_q1179,1,1.0,1.0,1,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,,,607.0,1223,"A pound has 20 dogs. 10 of the dogs are beagles. 6 are dachshunds. 2 are corgis. 2 are pugs. How many are not beagles, dachshunds, corgis, or pugs?","def solution():
    #A pound has 20 dogs
    total_dogs = 20
    #10 of the dogs are beagles
    beagles = 10
    #6 are dachshunds
    dachshunds = 6
    #2 are corgis
    corgis = 2
    #2 are pugs
    pugs = 2
    #The answer is
    result = total_dogs - beagles - dachshunds - corgis - pugs
    return result",0.0,dogs,,,"Question: A pound has 20 dogs. 10 of the dogs are beagles. 6 are dachshunds. 2 are corgis. 2 are pugs. How many are not beagles, dachshunds, corgis, or pugs?
Answer: 0.0","Question: A pound has 20 dogs. 10 of the dogs are beagles. 6 are dachshunds. 2 are corgis. 2 are pugs. How many are not beagles, dachshunds, corgis, or pugs?
Solution:
def solution():
    #A pound has 20 dogs
    total_dogs = 20
    #10 of the dogs are beagles
    beagles = 10
    #6 are dachshunds
    dachshunds = 6
    #2 are corgis
    corgis = 2
    #2 are pugs
    pugs = 2
    #The answer is
    result = total_dogs - beagles - dachshunds - corgis - pugs
    return result"
150,mathwell,mathwell_q890,1,1.0,1.0,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,,,612.0,920,"The New England Patriots are a football team. 
They have 11 players on the field at a time. 
They have 32 players on the roster. 
5 of the players are on the injured reserve. 
How many healthy players are on the roster?","def solution():
    #The New England Patriots have 32 players on the roster
    roster = 32
    #5 of the players are on the injured reserve
    injured_reserve = 5
    #The answer is
    result = roster - injured_reserve
    return result",27.0,football,,,"Question: The New England Patriots are a football team. 
They have 11 players on the field at a time. 
They have 32 players on the roster. 
5 of the players are on the injured reserve. 
How many healthy players are on the roster?
Answer: 27.0","Question: The New England Patriots are a football team. 
They have 11 players on the field at a time. 
They have 32 players on the roster. 
5 of the players are on the injured reserve. 
How many healthy players are on the roster?
Solution:
def solution():
    #The New England Patriots have 32 players on the roster
    roster = 32
    #5 of the players are on the injured reserve
    injured_reserve = 5
    #The answer is
    result = roster - injured_reserve
    return result"
151,mathwell,mathwell_q618,1,1.0,1.0,1,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,,,613.0,640,"A lacrosse team has 12 players. 3 of them are goalies, 4 of them are defensemen, and 5 of them are midfielders. How many attackmen are on the team?","def solution():
    #A lacrosse team has 12 players
    total_players = 12
    #3 of them are goalies, 4 of them are defensemen, and 5 of them are midfielders
    goalies = 3
    defensemen = 4
    midfielders = 5
    #The attackmen are the remaining players. The answer is
    attackmen = total_players - goalies - defensemen - midfielders
    return attackmen",0.0,lacrosse,,,"Question: A lacrosse team has 12 players. 3 of them are goalies, 4 of them are defensemen, and 5 of them are midfielders. How many attackmen are on the team?
Answer: 0.0","Question: A lacrosse team has 12 players. 3 of them are goalies, 4 of them are defensemen, and 5 of them are midfielders. How many attackmen are on the team?
Solution:
def solution():
    #A lacrosse team has 12 players
    total_players = 12
    #3 of them are goalies, 4 of them are defensemen, and 5 of them are midfielders
    goalies = 3
    defensemen = 4
    midfielders = 5
    #The attackmen are the remaining players. The answer is
    attackmen = total_players - goalies - defensemen - midfielders
    return attackmen"
152,mathwell,mathwell_q481,1,1.0,1.0,1,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,,,617.0,489,"A volleyball team has 12 players. 

5 of the players are 16 years old, 3 are 17, 2 are 18, and the rest are 15. 

How many players are 15?","def solution():

    #Total players

    total_players = 12

    #16-year-old players

    sixteen_year_old = 5

    #17-year-old players

    seventeen_year_old = 3

    #18-year-old players

    eighteen_year_old = 2

    #15-year-old players

    fifteen_year_old = total_players - sixteen_year_old - seventeen_year_old - eighteen_year_old

    return fifteen_year_old",2.0,volleyball,,,"Question: A volleyball team has 12 players. 

5 of the players are 16 years old, 3 are 17, 2 are 18, and the rest are 15. 

How many players are 15?
Answer: 2.0","Question: A volleyball team has 12 players. 

5 of the players are 16 years old, 3 are 17, 2 are 18, and the rest are 15. 

How many players are 15?
Solution:
def solution():

    #Total players

    total_players = 12

    #16-year-old players

    sixteen_year_old = 5

    #17-year-old players

    seventeen_year_old = 3

    #18-year-old players

    eighteen_year_old = 2

    #15-year-old players

    fifteen_year_old = total_players - sixteen_year_old - seventeen_year_old - eighteen_year_old

    return fifteen_year_old"
153,mathwell,mathwell_q754,1,1.0,1.0,1,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,,,625.0,778,"A pizza is cut into 8 slices. 2 of the slices have pepperoni, 3 of the slices have mushrooms, and 1 of the slices has both pepperoni and mushrooms. How many slices of pizza do not have mushrooms or pepperoni?","def solution():
    #A pizza is cut into 8 slices
    slices = 8
    #2 of the slices have pepperoni
    pepperoni_slices = 2
    #3 of the slices have mushrooms
    mushroom_slices = 3
    #1 of the slices has both pepperoni and mushrooms
    both_slices = 1
    #The answer is
    result = slices - pepperoni_slices - mushroom_slices + both_slices
    return result",4.0,pizza,,,"Question: A pizza is cut into 8 slices. 2 of the slices have pepperoni, 3 of the slices have mushrooms, and 1 of the slices has both pepperoni and mushrooms. How many slices of pizza do not have mushrooms or pepperoni?
Answer: 4.0","Question: A pizza is cut into 8 slices. 2 of the slices have pepperoni, 3 of the slices have mushrooms, and 1 of the slices has both pepperoni and mushrooms. How many slices of pizza do not have mushrooms or pepperoni?
Solution:
def solution():
    #A pizza is cut into 8 slices
    slices = 8
    #2 of the slices have pepperoni
    pepperoni_slices = 2
    #3 of the slices have mushrooms
    mushroom_slices = 3
    #1 of the slices has both pepperoni and mushrooms
    both_slices = 1
    #The answer is
    result = slices - pepperoni_slices - mushroom_slices + both_slices
    return result"
