,0,operation,success
77,"### Response: 
Question: A 3-scoop ice cream cone has 300 calories. 
How many calories are in 6 3-scoop ice cream cones?
Solution:
def solution():
    #A 3-scoop ice cream cone has 300 calories
    calories_per_scoop = 300
    #3-scoop ice cream cone has 3 scoops
    scoops_per_cone = 3
    #6 3-scoop ice cream cones have
    cones = 6
    #The answer is
    result = calories_per_scoop * scoops_per_cone * cones
    return result",multiplication,1
78,"### Response: 
Question: 
A litter of kittens has 5 kittens. 
Their mother, a calico, has 21 toes. 
Each of their 4 paws has 5 toes. 
How many toes do the kittens and their mother have in total?

Solution:
def solution():
    # A litter of kittens has 5 kittens
    kittens = 5
    # Their mother, a calico, has 21 toes
    calico_toes = 21
    # Each of their 4 paws has 5 toes
    toes_per_paw = 5
    # The kittens and their mother have
    result = kittens * toes_per_paw + calico_toes
    return result",multiplication,0
79,"### Response: 
Question: 
There are 12 dogs at the dog park. 

Each dog has 4 paws. 

How many paws are at the dog park?
Solution:
def solution():
    #number of dogs
    dogs = 12
    #number of paws each dog has
    paws_per_dog = 4
    #total number of paws
    total_paws = dogs * paws_per_dog
    return total_paws",multiplication,1
80,"### Response: 
Question: Thor, the God of Thunder, can throw his hammer 200 feet. 
If he throws his hammer 10 times, how far does his hammer travel?
Solution:
def solution():
    # Thor can throw his hammer 200 feet
    hammer_distance = 200
    # He throws his hammer 10 times
    hammer_throws = 10
    # The answer is
    result = hammer_distance * hammer_throws
    return result",multiplication,1
81,"### Response: 
Question: LeBron James has 30000 points in his career. He has 1000 more points than Kobe Bryant. 

How many points does Kobe Bryant have in his career?
Solution:
def solution():
    #LeBron James has 30000 points in his career
    lebron_points = 30000
    #He has 1000 more points than Kobe Bryant
    kobe_points = lebron_points - 1000
    return kobe_points",multiplication,0
82,"### Response: 
Serena Williams is a tennis player. She has 12 rackets. Each racket has 16 strings. How many strings does Serena have in total?

Solution:
def solution():
    # Serena has 12 rackets
    rackets = 12
    # Each racket has 16 strings
    strings_per_racket = 16
    # The answer is
    result = rackets * strings_per_racket
    return result",multiplication,1
83,"### Response: 
Question: 
Harry Potter is a wizard. He can cast 5 spells per minute. He is in a duel with Voldemort. The duel lasts for 10 minutes. How many spells does Harry Potter cast in the duel?
Solution:
def solution():
    # Harry Potter can cast 5 spells per minute
    spells_per_minute = 5
    # The duel lasts for 10 minutes
    minutes = 10
    # The answer is
    result = spells_per_minute * minutes
    return result",multiplication,1
84,"### Response: 
Question: Batman has 12 batarangs. He has 3 more batarangs in each of his 4 pouches. How many batarangs does Batman have in total?
Solution:
def solution():
    #Batman has 12 batarangs
    batarangs_in_hand = 12
    #He has 3 more batarangs in each of his 4 pouches
    batarangs_in_pouches = 3 * 4
    #The answer is
    result = batarangs_in_hand + batarangs_in_pouches
    return result",multiplication,0
85,"### Response: 
Question: Spiderman can shoot 10 webs per second. 
How many webs can he shoot in 10 seconds?
Solution:
def solution():
    #Spiderman can shoot 10 webs per second
    webs_per_second = 10
    #The answer is
    result = webs_per_second * 10
    return result",multiplication,1
86,"### Response: 
Question: Steph Curry is the best 3-point shooter in the NBA. He made 12 3-pointers in the first half of a game and 16 3-pointers in the second half. How many 3-pointers did he make in total?
Solution:
def solution():
    # Steph Curry made 12 3-pointers in the first half
    first_half_3_pointers = 12
    # He made 16 3-pointers in the second half
    second_half_3_pointers = 16
    # The total number of 3-pointers he made is
    total_3_pointers = first_half_3_pointers + second_half_3_pointers
    return total_3_pointers",multiplication,0
87,"### Response: 
Question: 
A Pokémon trainer has 3 Pokémon. 
Each Pokémon has 4 moves. 
How many moves does the trainer have in total?
Solution:
def solution():
    #A Pokémon trainer has 3 Pokémon
    pokemon = 3
    #Each Pokémon has 4 moves
    moves_per_pokemon = 4
    #The answer is
    result = pokemon * moves_per_pokemon
    return result",multiplication,1
88,"### Response: 
Question:
A baker bakes 300 cookies. He sells 120 of them and eats 20 of them. How many cookies does he have left?
Solution:
def solution():
    # The baker bakes 300 cookies
    cookies_baked = 300
    # He sells 120 of them
    cookies_sold = 120
    # He eats 20 of them
    cookies_eaten = 20
    # The answer is
    result = cookies_baked - cookies_sold - cookies_eaten
    return result",multiplication,0
89,"### Response: 
Question:
A dog barks 50 times a day. 
If 200 dogs bark 50 times a day, how many barks are there in total?
Solution:
def solution():
    # A dog barks 50 times a day
    barks_per_dog_per_day = 50
    # 200 dogs
    dogs = 200
    # The answer is
    result = barks_per_dog_per_day * dogs
    return result",multiplication,1
90,"### Response: 
Question: A candy store has 5 bags of candy. Each bag has 12 pieces of candy. How many pieces of candy does the store have in total?

Solution:
def solution():
    # number of bags
    bags = 5
    # number of pieces of candy per bag
    candy_per_bag = 12
    # calculate total pieces of candy
    total_candy = bags * candy_per_bag
    return total_candy",multiplication,1
91,"### Response: 
Question: A pizza has 6 slices. 2 of the slices have pepperoni, 2 of the slices have mushrooms, and 2 of the slices have both pepperoni and mushrooms. How many slices of pizza have toppings?
Solution:
def solution():
    #A pizza has 6 slices
    slices = 6
    #2 of the slices have pepperoni
    pepperoni = 2
    #2 of the slices have mushrooms
    mushrooms = 2
    #2 of the slices have both pepperoni and mushrooms
    both = 2
    #The answer is
    result = pepperoni + mushrooms + both
    return result",multiplication,0
92,"### Response: 
Question: 
A football team has 11 players. 
The team has 3 coaches. 
How many people are on the team in total?
Solution:
def solution():
    # number of players in a football team
    players = 11
    # number of coaches
    coaches = 3
    # total number of people in the team
    total_people = players + coaches
    return total_people",multiplication,0
93,"### Response: 
Question: Patrick Mahomes can throw 100-yard passes 5 times a game. How many 100-yard passes can he throw in 10 games?

Solution:
def solution():
    #Patrick Mahomes can throw 100-yard passes 5 times a game
    passes_per_game = 5
    #There are 10 games
    games = 10
    #The answer is
    result = passes_per_game * games
    return result",multiplication,1
94,"### Response: 
Question: Patrick Mahomes has 5 Super Bowl rings.  He has 3 fingers on each hand.  How many fingers does he have on which to put his Super Bowl rings?
Solution:
def solution():
    #Patrick Mahomes has 5 Super Bowl rings
    super_bowl_rings = 5
    #He has 3 fingers on each hand
    fingers_per_hand = 3
    #He has 2 hands
    hands = 2
    #The total number of fingers he has is
    result = fingers_per_hand * hands
    return result",multiplication,1
95,"### Response: 

Question: Iron Man has 100 arc reactors. He deploys 20 arc reactors to each of the 5 cities. How many arc reactors does he have left?

Solution:
def solution():
    #Iron Man started with 100 arc reactors
    arc_reactors_initial = 100
    #He deploys 20 arc reactors to each of the 5 cities
    arc_reactors_per_city = 20
    #There are 5 cities
    num_cities = 5
    #He deployed
    arc_reactors_deployed = arc_reactors_per_city * num_cities
    #The answer is
    result = arc_reactors_initial - arc_reactors_deployed
    return result",multiplication,0
96,"### Response: 
Question: Iron Man has 1000 microchips. He uses 200 of them in his latest invention. How many microchips does he have left?
Solution:
def solution():
    #Iron Man has 1000 microchips
    microchips = 1000
    #He uses 200 of them in his latest invention
    used_microchips = 200
    #The answer is
    result = microchips - used_microchips
    return result",multiplication,0
97,"### Response: 

Question: Captain Marvel is in a battle with the Skrulls. She can punch 50 Skrulls in one hour. If she punches for 3 hours, how many Skrulls has she punched?

Solution:
def solution():
    # Captain Marvel can punch 50 Skrulls in one hour
    punches_per_hour = 50
    # She punches for 3 hours
    hours = 3
    # The total number of Skrulls she punches is
    total_skrulls = punches_per_hour * hours
    return total_skrulls",multiplication,1
98,"### Response: 
Question: Batman has 20 batarangs. He uses 5 batarangs per fight. How many fights can he have with 20 batarangs?
Solution:
def solution():
    #Batman has 20 batarangs
    batarangs_total = 20
    #He uses 5 batarangs per fight
    batarangs_per_fight = 5
    #The answer is
    result = batarangs_total / batarangs_per_fight
    return result",multiplication,0
99,"### Response: 
Question: Naruto ate 10 ramen noodles for lunch. He ate 5 more ramen noodles for dinner. How many ramen noodles did he eat in total?
Solution:
def solution():
    #Naruto ate 10 ramen noodles for lunch
    ramen_noodles_lunch = 10
    #He ate 5 more ramen noodles for dinner
    ramen_noodles_dinner = 5
    #The answer is
    result = ramen_noodles_lunch + ramen_noodles_dinner
    return result",multiplication,0
