,question,solution,answer,topic
656,A 100-car freight train is 1.5 miles long. A 20-car passenger train is 0.3 miles long. How many miles of track does a 100-car freight train and 20-car passenger train together take up?,"def solution():
    #A 100-car freight train is 1.5 miles long
    freight_train_length = 1.5
    #A 20-car passenger train is 0.3 miles long
    passenger_train_length = 0.3
    #The answer is
    result = freight_train_length + passenger_train_length
    return result",1.8,trains
657,"Hello Kitty has 12 pencils. She bought 2 pencils on Monday, 3 pencils on Tuesday, and 4 pencils on Wednesday. How many pencils does she have now?","def solution():
    #Hello Kitty started with 12 pencils
    pencils_initial = 12
    #She bought 2 pencils on Monday
    pencils_bought_monday = 2
    #3 pencils on Tuesday
    pencils_bought_tuesday = 3
    #and 4 pencils on Wednesday
    pencils_bought_wednesday = 4
    #The answer is
    result = pencils_initial + pencils_bought_monday + pencils_bought_tuesday + pencils_bought_wednesday
    return result",21,Hello Kitty
658,The Battle Bus on Fortnite has 5000 seats. The Battle Bus is 90% full. How many people are on the Battle Bus?,"def solution():
    #The Battle Bus has 5000 seats
    seats = 5000
    #It is 90% full
    percentage_full = 90
    #The answer is
    result = seats * (percentage_full / 100)
    return result",4500.0,Fortnite
659,A bakery bakes 200 loaves of bread a day. 93 loaves are sold in the morning and 39 loaves in the afternoon. 6 loaves are returned. How many loaves of bread are left?,"def solution():
    #The bakery bakes 200 loaves a day
    loaves_baked = 200
    #93 loaves are sold in the morning and 39 in the afternoon
    loaves_sold_morning = 93
    loaves_sold_afternoon = 39
    #6 loaves are returned
    loaves_returned = 6
    #The answer is
    result = loaves_baked - loaves_sold_morning - loaves_sold_afternoon + loaves_returned
    return result",74,unspecified
660,"The cheerleading squad has 30 members. They are in 3 formations, each with 10, 12, and 15 members. How many members are in the largest formation?","def solution():
    #The squad has 30 members
    squad_members = 30
    #The formations have 10, 12, and 15 members
    formations = [10, 12, 15]
    #The largest formation is
    largest_formation = max(formations)
    return largest_formation",15,cheer leading
661,Iron Man has 50 nano-bots. He uses 10 nano-bots to fix his suit. He then uses 25 nano-bots to clean his house. How many nano-bots does he have left?,"def solution():
    #Iron Man started with 50 nano-bots
    nano_bots_initial = 50
    #He used 10 nano-bots to fix his suit
    nano_bots_used_suit = 10
    #He used 25 nano-bots to clean his house
    nano_bots_used_house = 25
    #The answer is
    result = nano_bots_initial - nano_bots_used_suit - nano_bots_used_house
    return result",15,Iron Man
662,"Barbie has 125 dollars. She has to pay 15 dollars for her car insurance, 40 dollars for her apartment rent, 25 dollars for her phone bill, and 30 dollars for her utilities. How much money does she have left?","def solution():
    #Barbie started with 125 dollars
    money_initial = 125
    #She has to pay 15 for car insurance, 40 for apartment rent, 25 for phone bill, and 30 for utilities
    money_spent = 15 + 40 + 25 + 30
    #The answer is
    result = money_initial - money_spent
    return result",15,Barbie
663,A bakery sells 200 buns per day. 75 of the buns are chocolate. 50 are strawberry. 25 are raspberry. 50 are plain. How many more chocolate buns than raspberry buns are there?,"def solution():
    #The bakery sells 200 buns per day
    buns_per_day = 200
    #75 of the buns are chocolate
    chocolate_buns = 75
    #50 are strawberry
    strawberry_buns = 50
    #25 are raspberry
    raspberry_buns = 25
    #50 are plain
    plain_buns = 50
    #The answer is
    result = chocolate_buns - raspberry_buns
    return result",50,unspecified
664,200 dogs are in a dog park. 100 more dogs show up at the dog park. 25% of the dogs at the dog park are barking. How many dogs are barking?,"def solution():
    #200 dogs are in a dog park
    dogs_initial = 200
    #100 more dogs show up
    dogs_showed_up = 100
    #25% of the dogs at the dog park are barking
    barking_dogs_percentage = 0.25
    #The answer is
    result = (dogs_initial + dogs_showed_up) * barking_dogs_percentage
    return result",75.0,dogs
665,"Captain Marvel's rocket ship can travel 1,000,000 miles per day. She is on a mission to a planet 1,200,000,000 miles from Earth. How many days will it take her to get to the planet?","def solution():
    #Captain Marvel's rocket ship can travel 1,000,000 miles per day
    miles_per_day = 1000000
    #She is on a mission to a planet 1,200,000,000 miles from Earth
    miles_to_planet = 1200000000
    #The answer is
    result = miles_to_planet / miles_per_day
    return result",1200.0,Captain Marvel
666,"Cindy has 250 candy canes. She is 25 days away from Christmas. Each day, she eats 10 candy canes. How many candy canes does she have left on Christmas?","def solution():
    #Cindy started with 250 candy canes
    candy_canes_initial = 250
    #She is 25 days away from Christmas
    days_to_christmas = 25
    #Each day, she eats 10 candy canes
    candy_canes_eaten_per_day = 10
    #25 days at 10 candy canes a day is
    candy_canes_eaten = days_to_christmas * candy_canes_eaten_per_day
    #The answer is
    result = candy_canes_initial - candy_canes_eaten
    return result",0,candy
667,Spiderman is on a mission to rescue his friends. He has 20 web-shooters. He uses 5 web-shooters to trap 2 villains. He then uses 3 web-shooters to swing from building to building. How many web-shooters does he have left?,"def solution():
    #Spiderman started with 20 web-shooters
    web_shooters_initial = 20
    #He used 5 to trap 2 villains
    web_shooters_used_trapping = 5
    #He used 3 to swing from building to building
    web_shooters_used_swinging = 3
    #The answer is
    result = web_shooters_initial - web_shooters_used_trapping - web_shooters_used_swinging
    return result",12,Spiderman
668,The Beverly Hills Ice Cream store has 250 pints of ice cream. They sold 22 pints in the morning and 17 in the afternoon. 14 pints were returned. How many pints of ice cream are left?,"def solution():
    #The Beverly Hills Ice Cream store started with 250 pints
    pints_initial = 250
    #They sold 22 pints in the morning and 17 in the afternoon
    pints_sold_morning = 22
    pints_sold_afternoon = 17
    #14 pints were returned
    pints_returned = 14
    #The answer is
    result = pints_initial - pints_sold_morning - pints_sold_afternoon + pints_returned
    return result",225,ice cream
669,Captain Marvel has 120000 credits. She spends 30000 credits on a new spaceship and 20000 credits on a new set of armor. How many credits does she have left?,"def solution():
    #Captain Marvel started with 120000 credits
    credits_initial = 120000
    #She spent 30000 credits on a new spaceship
    credits_spent_spaceship = 30000
    #She spent 20000 credits on a new set of armor
    credits_spent_armor = 20000
    #The answer is
    result = credits_initial - credits_spent_spaceship - credits_spent_armor
    return result",70000,Captain Marvel
670,"Wonder Woman can lasso 25 bad guys in 10 minutes. 
How many bad guys can she lasso in 2 hours?","def solution():
    #Wonder Woman can lasso 25 bad guys in 10 minutes
    bad_guys_10_minutes = 25
    #1 hour is 60 minutes
    minutes_in_1_hour = 60
    #2 hours is 120 minutes
    minutes_in_2_hours = 2 * 60
    #The answer is
    result = (bad_guys_10_minutes / 10) * (minutes_in_2_hours)
    return result",300.0,Wonder Woman
671,"Nina ate 20 cookies on Tuesday. On Wednesday, she ate 5 more than on Tuesday. How many cookies did Nina eat on Tuesday and Wednesday?","def solution():
    #Nina ate 20 cookies on Tuesday
    cookies_tuesday = 20
    #On Wednesday, she ate 5 more than on Tuesday
    cookies_wednesday = cookies_tuesday + 5
    #The answer is
    result = cookies_tuesday + cookies_wednesday
    return result",45,cookies
672,"Iron Man has 30000 nano-bots. 10000 of them are in his nano-gauntlets, 10000 are in his nano-sword, and the rest are in his nano-helmet. How many nano-bots are in his nano-helmet?","def solution():
    #Iron Man has 30000 nano-bots
    nano_bots_total = 30000
    #10000 of them are in his nano-gauntlets
    nano_bots_gauntlets = 10000
    #10000 are in his nano-sword
    nano_bots_sword = 10000
    #The answer is
    result = nano_bots_total - nano_bots_gauntlets - nano_bots_sword
    return result",10000,Iron Man
673,"There are 1250 Pokémon. 400 of them are from the Kanto region, 300 are from the Johto region, and 200 are from the Hoenn region. How many Pokémon are from other regions?","def solution():
    #Total number of Pokémon
    total_pokemon = 1250
    #Number of Pokémon from Kanto, Johto, and Hoenn
    kanto_pokemon = 400
    johto_pokemon = 300
    hoenn_pokemon = 200
    #Pokémon from other regions are
    other_regions_pokemon = total_pokemon - kanto_pokemon - johto_pokemon - hoenn_pokemon
    return other_regions_pokemon",350,Pokémon
674,Barbie has 200 pink bows. She ties 4 bows on each of her 12 pink gowns. How many bows does she have left?,"def solution():
    #Barbie started with 200 pink bows
    bows_initial = 200
    #She ties 4 bows on each of her 12 pink gowns
    bows_per_gown = 4
    #She has 12 gowns
    gowns = 12
    #4 bows on each of 12 gowns cost
    bows_spent = bows_per_gown * gowns
    #The answer is
    result = bows_initial - bows_spent
    return result",152,Barbie
675,"Captain Marvel's spaceship can travel at a speed of 1000 miles per hour. She is on a mission to a planet 24,000 miles away. If she can only fly for 4 hours a day, how many days will it take her to get to the planet?","def solution():
    #The spaceship can travel 1000 miles per hour
    spaceship_speed = 1000
    #She is on a mission to a planet 24,000 miles away
    mission_distance = 24000
    #She can only fly for 4 hours a day
    hours_per_day = 4
    #The answer is
    result = mission_distance / (spaceship_speed * hours_per_day)
    return result",6.0,Captain Marvel
676,"A volleyball team has 12 players. 5 of them are in the starting lineup, and 2 of them are on the bench. How many players are not in the starting lineup or on the bench?","def solution():
    #A volleyball team has 12 players
    total_players = 12
    #5 of them are in the starting lineup
    starting_lineup = 5
    #2 of them are on the bench
    bench = 2
    #The answer is
    result = total_players - starting_lineup - bench
    return result",5,volleyball
677,Barbie has 100 pink pencils. She has 25 more pink pencils than yellow pencils. How many pencils does she have in total?,"def solution():
    #Barbie has 100 pink pencils
    pink_pencils = 100
    #She has 25 more pink pencils than yellow pencils
    yellow_pencils = pink_pencils - 25
    #The answer is
    result = pink_pencils + yellow_pencils
    return result",175,Barbie
678,3000 toys were in a warehouse. 1000 toys were shipped to a toy store. 500 toys were donated to a children's hospital. 2000 toys were added to the warehouse. How many toys are in the warehouse now?,"def solution():
    #There were initially 3000 toys
    toys_initial = 3000
    #1000 toys were shipped
    toys_shipped = 1000
    #500 toys were donated
    toys_donated = 500
    #2000 toys were added
    toys_added = 2000
    #The answer is
    result = toys_initial - toys_shipped - toys_donated + toys_added
    return result",3500,unspecified
